id,IATA,ICAO,Airline,Callsign,wikimedia_logo_url
5628,RG,VRN,Varig,VARIG,https://www.flightaware.com/images/airline_logos/180px/VRN.png
5629,VH,VVC,Viva Air Colombia,Viva Air Colombia,https://www.flightaware.com/images/airline_logos/180px/VVC.png
5630,,VSB,Vickers Limited,VICKERS,https://www.flightaware.com/images/airline_logos/180px/VSB.png
5631,,VSN,Vision Airways Corporation,VISION,https://www.flightaware.com/images/airline_logos/180px/VSN.png
5632,,VSO,Voronezh Aircraft Manufacturing Society,VASO,https://www.flightaware.com/images/airline_logos/180px/VSO.png
5633,,VSS,Virign Islands Seaplane Shuttle,WATERBIRD,https://www.flightaware.com/images/airline_logos/180px/VSS.png
5634,,VTC,Vuelos Especializados Tollocan,VUELOS TOLLOCAN,https://www.flightaware.com/images/airline_logos/180px/VTC.png
5635,,VTH,Vuelos Corporativos de Tehuacan,VUELOS TEHUACAN,https://www.flightaware.com/images/airline_logos/180px/VTH.png
5636,V7,VOE,Volotea,VOLOTEA,https://www.flightaware.com/images/airline_logos/180px/VOE.png
5637,,VTK,Vostok Airlines,VOSTOK,https://www.flightaware.com/images/airline_logos/180px/VTK.png
5638,,VTL,Victor Tagle Larrain,VITALA,https://www.flightaware.com/images/airline_logos/180px/VTL.png
5639,,VTV,Vointeh,VOINTEH,https://www.flightaware.com/images/airline_logos/180px/VTV.png
5640,,VUS,Vuela Bus,VUELA BUS,https://www.flightaware.com/images/airline_logos/180px/VUS.png
5641,,VZL,Vzlyet,VZLYET,https://www.flightaware.com/images/airline_logos/180px/VZL.png
5642,,WCY,Viking Express,TITAN AIR,https://www.flightaware.com/images/airline_logos/180px/WCY.png
5643,,WEV,Victoria International Airways,VICTORIA UGANDA,https://www.flightaware.com/images/airline_logos/180px/WEV.png
5644,G6,WLG,Air Volga,GOUMRAK,https://www.flightaware.com/images/airline_logos/180px/WLG.png
5645,UK,VTI,Vistara,Vistara,https://www.flightaware.com/images/airline_logos/180px/VTI.png
5646,WD,WDL,WDL Aviation,WDL,https://www.flightaware.com/images/airline_logos/180px/WDL.png
5647,,WRR,WRA Inc,WRAP AIR,https://www.flightaware.com/images/airline_logos/180px/WRR.png
5648,,XWS,WSI Corporation,,https://www.flightaware.com/images/airline_logos/180px/XWS.png
5649,,CGG,Walmart Aviation,CHARGE,https://www.flightaware.com/images/airline_logos/180px/CGG.png
5650,,WAS,Walsten Air Services,WALSTEN,https://www.flightaware.com/images/airline_logos/180px/WAS.png
5651,,GOT,WaltAir,GOTHIC,https://www.flightaware.com/images/airline_logos/180px/GOT.png
5652,,WPT,Wapiti Aviation,WAPITI,https://www.flightaware.com/images/airline_logos/180px/WPT.png
5653,,WAV,Warbelow's Air Ventures,WARBELOW,https://www.flightaware.com/images/airline_logos/180px/WAV.png
5654,,ATX,Warwickshire Aerocentre Ltd.,AIRTAX,https://www.flightaware.com/images/airline_logos/180px/ATX.png
5655,WT,WSG,Wasaya Airways,WASAYA,https://www.flightaware.com/images/airline_logos/180px/WSG.png
5656,,WTC,Weasua Air Transport Company,WATCO,https://www.flightaware.com/images/airline_logos/180px/WTC.png
5657,WH,WEB,WebJet Linhas Aéreas,WEB-BRASIL,https://www.flightaware.com/images/airline_logos/180px/WEB.png
5658,,TDB,Welch Aviation,THUNDER BAY,https://www.flightaware.com/images/airline_logos/180px/TDB.png
5659,2W,WLC,Welcome Air,WELCOMEAIR,https://www.flightaware.com/images/airline_logos/180px/WLC.png
5660,,BLW,Wermlandsflyg AB,BLUESTAR,https://www.flightaware.com/images/airline_logos/180px/BLW.png
5661,,WCB,West Africa Airlines,KILO YANKEE,https://www.flightaware.com/images/airline_logos/180px/WCB.png
5662,,WTF,West African Air Transport,WESTAF AIRTRANS,https://www.flightaware.com/images/airline_logos/180px/WTF.png
5663,WZ,WSF,West African Airlines,,https://www.flightaware.com/images/airline_logos/180px/WSF.png
5664,,WAC,West African Cargo Airlines,WESTAF CARGO,https://www.flightaware.com/images/airline_logos/180px/WAC.png
5665,PN,CHB,West Air (China),WEST CHINA,https://www.flightaware.com/images/airline_logos/180px/CHB.png
5666,,WLX,West Air Luxembourg,WEST LUX,https://www.flightaware.com/images/airline_logos/180px/WLX.png
5667,PT,SWN,West Air Sweden,AIR SWEDEN,https://www.flightaware.com/images/airline_logos/180px/SWN.png
5668,YH,WCW,West Caribbean Airways,WEST,https://www.flightaware.com/images/airline_logos/180px/WCW.png
5669,,WCR,West Caribbean Costa Rica,WEST CARIBBEAN,https://www.flightaware.com/images/airline_logos/180px/WCR.png
5670,8O,YWZ,West Coast Air,COAST AIR,https://www.flightaware.com/images/airline_logos/180px/YWZ.png
5671,,WCG,West Coast Airlines,WHISKY INDIA,https://www.flightaware.com/images/airline_logos/180px/WCG.png
5672,,WCA,West Coast Airways,WEST-LEONE,https://www.flightaware.com/images/airline_logos/180px/WCA.png
5673,,WCC,West Coast Charters,WEST COAST,https://www.flightaware.com/images/airline_logos/180px/WCC.png
5674,,TEE,West Freugh DTEO,TEEBIRD,https://www.flightaware.com/images/airline_logos/180px/TEE.png
5675,,WEW,West Wind Aviation,WESTWIND,https://www.flightaware.com/images/airline_logos/180px/WEW.png
5676,WS,WJA,WestJet,WESTJET,https://www.flightaware.com/images/airline_logos/180px/WJA.png
5677,,WAA,Westair Aviation,WESTAIR WINGS,https://www.flightaware.com/images/airline_logos/180px/WAA.png
5678,,WSC,Westair Cargo Airlines,WESTCAR,https://www.flightaware.com/images/airline_logos/180px/WSC.png
5679,,PCM,Westair Industries,PAC VALLEY,https://www.flightaware.com/images/airline_logos/180px/PCM.png
5680,,BLK,Westcoast Energy,BLUE FLAME,https://www.flightaware.com/images/airline_logos/180px/BLK.png
5681,,WST,Western Air,WESTERN BAHAMAS,https://www.flightaware.com/images/airline_logos/180px/WST.png
5682,,NPC,Western Air Couriers,NORPAC,https://www.flightaware.com/images/airline_logos/180px/NPC.png
5683,,WAE,Western Air Express,WESTERN EXPRESS,https://www.flightaware.com/images/airline_logos/180px/WAE.png
5684,WA,KLC,KLM Cityhopper,CITY,https://www.flightaware.com/images/airline_logos/180px/KLC.png
5685,,WAL,Western Arctic Air,WESTERN ARCTIC,https://www.flightaware.com/images/airline_logos/180px/WAL.png
5686,,WTV,Western Aviators,WESTAVIA,https://www.flightaware.com/images/airline_logos/180px/WTV.png
5687,,WES,Western Express Air Lines,WEST EX,https://www.flightaware.com/images/airline_logos/180px/WES.png
5688,,WGN,Western Global Airlines,WESTERN GLOBAL,https://www.flightaware.com/images/airline_logos/180px/WGN.png
5689,W7,KMR,Western Pacific Airlines,KOMSTAR,https://www.flightaware.com/images/airline_logos/180px/KMR.png
5690,,WPA,Western Pacific Airservice,WESTPAC,https://www.flightaware.com/images/airline_logos/180px/WPA.png
5691,,WSL,Westflight Aviation,WEST LINE,https://www.flightaware.com/images/airline_logos/180px/WSL.png
5692,,WSA,Westgates Airlines,WESTATES,https://www.flightaware.com/images/airline_logos/180px/WSA.png
5693,,WHE,Westland Helicopters,WESTLAND,https://www.flightaware.com/images/airline_logos/180px/WHE.png
5694,,WTP,Westpoint Air,WESTPOINT,https://www.flightaware.com/images/airline_logos/180px/WTP.png
5695,CN,WWD,Westward Airways,WESTWARD,https://www.flightaware.com/images/airline_logos/180px/WWD.png
5696,,WHT,White,WHITEJET,https://www.flightaware.com/images/airline_logos/180px/WHT.png
5697,,WEA,White Eagle Aviation,WHITE EAGLE,https://www.flightaware.com/images/airline_logos/180px/WEA.png
5698,,WRA,White River Air Services,,https://www.flightaware.com/images/airline_logos/180px/WRA.png
5699,,WWL,Whyalla Airlines,,https://www.flightaware.com/images/airline_logos/180px/WWL.png
5700,WF,WIF,Widerøe,WIDEROE,https://www.flightaware.com/images/airline_logos/180px/WIF.png
5701,WC,WAA,Wien Air Alaska,WIEN,https://www.flightaware.com/images/airline_logos/180px/WAA.png
5702,,WIG,Wiggins Airways,WIGGINS AIRWAYS,https://www.flightaware.com/images/airline_logos/180px/WIG.png
5703,,WHS,Wiking Helikopter Service,WEEKING,https://www.flightaware.com/images/airline_logos/180px/WHS.png
5704,,WFO,Wilbur's Flight Operations,WILBURS,https://www.flightaware.com/images/airline_logos/180px/WFO.png
5705,,WGP,Williams Grand Prix Engineering,GRAND PRIX,https://www.flightaware.com/images/airline_logos/180px/WGP.png
5706,,WDA,Wimbi Dira Airways,WIMBI DIRA,https://www.flightaware.com/images/airline_logos/180px/WDA.png
5707,,WNA,Winair,WINAIR,https://www.flightaware.com/images/airline_logos/180px/WNA.png
5708,IV,JET,Wind Jet,GHIBLI,https://www.flightaware.com/images/airline_logos/180px/JET.png
5709,,WSI,Wind Spirit Air,WIND SPIRIT,https://www.flightaware.com/images/airline_logos/180px/WSI.png
5710,7W,QGA,Windrose Air,QUADRIGA,https://www.flightaware.com/images/airline_logos/180px/QGA.png
5711,,WIA,Windward Islands Airways International,WINDWARD,https://www.flightaware.com/images/airline_logos/180px/WIA.png
5712,IW,WON,Wings Air,WINGS ABADI,https://www.flightaware.com/images/airline_logos/180px/WON.png
5713,,WAT,Wings Air Transport,,https://www.flightaware.com/images/airline_logos/180px/WAT.png
5714,,WAW,Wings Airways,WING SHUTTLE,https://www.flightaware.com/images/airline_logos/180px/WAW.png
5715,,WOL,Wings Aviation,WINGJET,https://www.flightaware.com/images/airline_logos/180px/WOL.png
5716,,WEX,Wings Express,WINGS EXPRESS,https://www.flightaware.com/images/airline_logos/180px/WEX.png
5717,,WLB,Wings of Lebanon Aviation,WING LEBANON,https://www.flightaware.com/images/airline_logos/180px/WLB.png
5718,,WIN,Winlink,WINLINK,https://www.flightaware.com/images/airline_logos/180px/WIN.png
5719,,WAG,Wisconsin Air National Guard,,https://www.flightaware.com/images/airline_logos/180px/WAG.png
5720,,WSM,Wisman Aviation,WISMAN,https://www.flightaware.com/images/airline_logos/180px/WSM.png
5721,W6,WZZ,Wizz Air,WIZZAIR,https://www.flightaware.com/images/airline_logos/180px/WZZ.png
5722,W4,WMT,Wizz Air Malta,WIZZ AIR MALTA,https://www.flightaware.com/images/airline_logos/180px/WMT.png
5723,W9,WUK,Wizz Air UK,WIZZ GO,https://www.flightaware.com/images/airline_logos/180px/WUK.png
5724,,WNR,Wondair on Demand Aviation,WONDAIR,https://www.flightaware.com/images/airline_logos/180px/WNR.png
5725,,CWY,Woodgate Aviation,CAUSEWAY,https://www.flightaware.com/images/airline_logos/180px/CWY.png
5726,WO,WOA,World Airways,WORLD,https://www.flightaware.com/images/airline_logos/180px/WOA.png
5727,,XWW,World Weatherwatch,,https://www.flightaware.com/images/airline_logos/180px/XWW.png
5728,,WWM,World Wing Aviation,MANAS WING,https://www.flightaware.com/images/airline_logos/180px/WWM.png
5729,1P,,Worldspan,,
5730,UI,CSW,SW Italia,SILKITALIA,https://www.flightaware.com/images/airline_logos/180px/CSW.png
5731,,WWS,Worldwide Aviation Services,,https://www.flightaware.com/images/airline_logos/180px/WWS.png
5732,,WWI,Worldwide Jet Charter,WORLDWIDE,https://www.flightaware.com/images/airline_logos/180px/WWI.png
5733,WW,WOW,WOW air,WOW air,https://www.flightaware.com/images/airline_logos/180px/WOW.png
5734,8V,WRF,Wright Air Service,WRIGHT FLYER,https://www.flightaware.com/images/airline_logos/180px/WRF.png
5735,,CWU,Wuhan Airlines,WUHAN AIR,https://www.flightaware.com/images/airline_logos/180px/CWU.png
5736,,WYC,Wycombe Air Centre,WYCOMBE,https://www.flightaware.com/images/airline_logos/180px/WYC.png
5737,,WYG,Wyoming Airlines,WYOMING,https://www.flightaware.com/images/airline_logos/180px/WYG.png
5738,KW,WAN,Wataniya Airways,WATANIYA,https://www.flightaware.com/images/airline_logos/180px/WAN.png
5739,WR,WEN,WestJet Encore,ENCORE,https://www.flightaware.com/images/airline_logos/180px/WEN.png
5740,,XJE,X-Jet,,https://www.flightaware.com/images/airline_logos/180px/XJE.png
5741,,XAB,Xabre Aerolineas,AERO XABRE,https://www.flightaware.com/images/airline_logos/180px/XAB.png
5742,,XAE,Xair,AURA,https://www.flightaware.com/images/airline_logos/180px/XAE.png
5743,,XJC,XJC Limited,EXCLUSIVE JET,https://www.flightaware.com/images/airline_logos/180px/XJC.png
5744,,XER,Xerox Corporation,XEROX,https://www.flightaware.com/images/airline_logos/180px/XER.png
5745,7A,XRC,Express Air Cargo,TUNISIA CARGO,https://www.flightaware.com/images/airline_logos/180px/XRC.png
5746,MF,CXA,Xiamen Airlines,XIAMEN AIR,https://www.flightaware.com/images/airline_logos/180px/CXA.png
5747,,CXJ,Xinjiang Airlines,XINJIANG,https://www.flightaware.com/images/airline_logos/180px/CXJ.png
5748,,XJT,Xjet Limited,XRAY,https://www.flightaware.com/images/airline_logos/180px/XJT.png
5749,SE,SEU,XL Airways France,STARWAY,https://www.flightaware.com/images/airline_logos/180px/SEU.png
5750,,GXL,XL Airways Germany,STARDUST,https://www.flightaware.com/images/airline_logos/180px/GXL.png
5751,,XOJ,XOJet,EXOJET,https://www.flightaware.com/images/airline_logos/180px/XOJ.png
5752,,XPS,XP International,XP PARCEL,https://www.flightaware.com/images/airline_logos/180px/XPS.png
5753,XN,XAR,XpressAir,XPRESS,https://www.flightaware.com/images/airline_logos/180px/XAR.png
5754,,RAG,Xstrata Nickel (Raglan Mine),RAGLAN,https://www.flightaware.com/images/airline_logos/180px/RAG.png
5755,,DGA,Yellow River Delta General Aviation,YELLOW RIVER,https://www.flightaware.com/images/airline_logos/180px/DGA.png
5756,,YRG,Yak Air,YAKAIR GEORGIA,https://www.flightaware.com/images/airline_logos/180px/YRG.png
5757,,AKY,Yak-Service,YAK-SERVICE,https://www.flightaware.com/images/airline_logos/180px/AKY.png
5758,,YAK,Yakolev,YAK AVIA,https://www.flightaware.com/images/airline_logos/180px/YAK.png
5759,YL,LLM,Yamal Airlines,YAMAL,https://www.flightaware.com/images/airline_logos/180px/LLM.png
5760,R3,SYL,Yakutia Airlines,AIR YAKUTIA,https://www.flightaware.com/images/airline_logos/180px/SYL.png
5761,,CYG,Yana Airlines,VICAIR,https://www.flightaware.com/images/airline_logos/180px/CYG.png
5762,,AYG,Yangon Airways,AIR YANGON,https://www.flightaware.com/images/airline_logos/180px/AYG.png
5763,Y8,YZR,Suparna Airlines,YANGTZE RIVER,https://www.flightaware.com/images/airline_logos/180px/YZR.png
5764,,LYH,Yankee Lima Helicopteres,HELIGUYANE,https://www.flightaware.com/images/airline_logos/180px/LYH.png
5765,,MHD,Yas Air Kish,YAS AIR,https://www.flightaware.com/images/airline_logos/180px/MHD.png
5766,Y0,EMJ,Yellow Air Taxi/Friendship Airways,,https://www.flightaware.com/images/airline_logos/180px/EMJ.png
5767,,ELW,Yellow Wings Air Services,YELLOW WINGS,https://www.flightaware.com/images/airline_logos/180px/ELW.png
5768,IY,IYE,Yemenia,YEMENI,https://www.flightaware.com/images/airline_logos/180px/IYE.png
5769,,ERV,Yerevan-Avia,YEREVAN-AVIA,https://www.flightaware.com/images/airline_logos/180px/ERV.png
5770,YT,NYT,Yeti Airlines,YETI AIRLINES,https://www.flightaware.com/images/airline_logos/180px/NYT.png
5771,,YFS,Young Flying Service,YOUNG AIR,https://www.flightaware.com/images/airline_logos/180px/YFS.png
5772,,AYU,Yuhi Air Lines,,https://www.flightaware.com/images/airline_logos/180px/AYU.png
5773,,AYE,Yunnan Yingan Airlines,AIR YING AN,https://www.flightaware.com/images/airline_logos/180px/AYE.png
5774,,UGN,Yuzhnaya Aircompany,PLUTON,https://www.flightaware.com/images/airline_logos/180px/UGN.png
5775,2N,UMK,Yuzhmashavia,YUZMASH,https://www.flightaware.com/images/airline_logos/180px/UMK.png
5776,,BZE,Zenith Aviation,ZENSTAR,https://www.flightaware.com/images/airline_logos/180px/BZE.png
5777,,AZB,Zaab Air,ZAAB AIR,https://www.flightaware.com/images/airline_logos/180px/AZB.png
5778,,AZJ,Zas Air,,https://www.flightaware.com/images/airline_logos/180px/AZJ.png
5779,,AZR,Zenith Air,ZENAIR,https://www.flightaware.com/images/airline_logos/180px/AZR.png
5780,,CDC,Zhejiang Loong Airlines,HUALONG,https://www.flightaware.com/images/airline_logos/180px/CDC.png
5781,,CIT,Zanesville Aviation,ZANE,https://www.flightaware.com/images/airline_logos/180px/CIT.png
5782,,EMR,Zenmour Airlines,ZENMOUR,https://www.flightaware.com/images/airline_logos/180px/EMR.png
5783,,EZD,Zest Airways,ZEST AIRWAYS,https://www.flightaware.com/images/airline_logos/180px/EZD.png
5784,,GZQ,Zagros Air,ZAGROS,https://www.flightaware.com/images/airline_logos/180px/GZQ.png
5785,C4,IMX,Zimex Aviation,ZIMEX,https://www.flightaware.com/images/airline_logos/180px/IMX.png
5786,,IZG,Zagros Airlines,ZAGROS,https://www.flightaware.com/images/airline_logos/180px/IZG.png
5787,,JTU,Zhetysu,ZHETYSU,https://www.flightaware.com/images/airline_logos/180px/JTU.png
5788,,KVZ,Z-Aero Airlines,,https://www.flightaware.com/images/airline_logos/180px/KVZ.png
5789,,KZH,Zhez Air,,https://www.flightaware.com/images/airline_logos/180px/KZH.png
5790,,MBG,Zephyr Aviation,CHALGROVE,https://www.flightaware.com/images/airline_logos/180px/MBG.png
5791,,MLU,Zracno Pristaniste Mali Losinj,MALI LOSINJ,https://www.flightaware.com/images/airline_logos/180px/MLU.png
5792,,MZE,Zenith Aviation (Malta),,https://www.flightaware.com/images/airline_logos/180px/MZE.png
5793,,ORZ,Zorex,ZOREX,https://www.flightaware.com/images/airline_logos/180px/ORZ.png
5794,,PZY,Zapolyarye Airline Company,ZAPOLYARYE,https://www.flightaware.com/images/airline_logos/180px/PZY.png
5795,,RZR,Zephyr Express,RECOVERY,https://www.flightaware.com/images/airline_logos/180px/RZR.png
5796,,RZU,Zhersu Avia,ZHERSU AVIA,https://www.flightaware.com/images/airline_logos/180px/RZU.png
5797,,SYZ,Zil Air,ZIL AIR,https://www.flightaware.com/images/airline_logos/180px/SYZ.png
5798,,TAN,Zanair,ZANAIR,https://www.flightaware.com/images/airline_logos/180px/TAN.png
5799,,ZAI,Zaire Aero Service,ZASAIR,https://www.flightaware.com/images/airline_logos/180px/ZAI.png
5800,,ZAK,Zambia Skyways,ZAMBIA SKIES,https://www.flightaware.com/images/airline_logos/180px/ZAK.png
5801,,ZAR,Zairean Airlines,ZAIREAN,https://www.flightaware.com/images/airline_logos/180px/ZAR.png
5802,,ZAV,Zetavia,ZETAVIA,https://www.flightaware.com/images/airline_logos/180px/ZAV.png
5803,,ZAW,Zoom Airways,ZED AIR,https://www.flightaware.com/images/airline_logos/180px/ZAW.png
5804,,ZMA,Zambezi Airlines,ZAMBEZI WINGS,https://www.flightaware.com/images/airline_logos/180px/ZMA.png
5805,,RZV,Z-Avia,ZEDAVIA,https://www.flightaware.com/images/airline_logos/180px/RZV.png
5806,Q3,MBN,Zambian Airways,ZAMBIANA,https://www.flightaware.com/images/airline_logos/180px/MBN.png
5807,,ZAN,Zantop International Airlines,ZANTOP,https://www.flightaware.com/images/airline_logos/180px/ZAN.png
5808,,ZAS,ZAS Airlines of Egypt,ZAS AIRLINES,https://www.flightaware.com/images/airline_logos/180px/ZAS.png
5809,,CJG,Zhejiang Airlines,ZHEJIANG,https://www.flightaware.com/images/airline_logos/180px/CJG.png
5810,,CFZ,Zhongfei General Aviation,ZHONGFEI,https://www.flightaware.com/images/airline_logos/180px/CFZ.png
5811,,CYN,Zhongyuan Aviation,ZHONGYUAN,https://www.flightaware.com/images/airline_logos/180px/CYN.png
